"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_283";"v_1";"v_321";"v_322";"v_323";"v_324";"v_325";"v_326";"v_327";"v_328";"v_329";"v_330";"v_169";"v_285";"v_282";"v_10";"v_11";"v_286";"v_19";"v_20";"v_21";"v_22";"v_23";"v_24";"v_25";"v_26";"v_27";"v_28";"v_29";"v_30";"v_31";"v_32";"v_33";"v_34";"v_35";"v_292";"v_293";"v_49";"v_50";"v_54";"v_331";"v_297";"v_298";"v_316";"v_317";"v_318";"v_319";"v_55";"v_56";"v_287";"v_296";"v_306";"v_307";"v_313";"v_314";"v_104";"v_105";"v_106";"v_107";"v_108";"v_109";"v_205";"v_206";"v_207";"v_208";"v_209";"v_210";"v_228";"v_229";"v_230";"v_231";"v_232";"v_126";"v_85";"v_86";"v_87";"v_88";"v_234";"v_233";"v_100";"v_99";"v_101";"v_120";"v_121";"v_122";"v_284";"v_239";"v_240";"v_238";"v_132";"v_133";"v_134";"v_135";"v_136";"v_137";"v_247";"v_248";"v_249";"v_250";"v_251";"v_252";"v_144";"v_145";"v_146";"v_147";"v_148";"v_149";"v_150";"v_151";"v_152";"v_153";"v_154";"v_265";"v_157";"v_266";"v_164";"v_267";"v_165";"v_268";"v_166";"v_269";"v_167";"v_270";"v_168";"v_288";"v_333";"v_334";"v_272";"v_273";"v_186";"v_187";"v_188";"v_190";"v_191";"v_271";"v_193";"v_195";"v_196";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6028401";"rts6028402";"rts6028403";"rts6028404";"rts6028405";"rts6028407";"rts6028408";"rts6028410";"rts6028411";"rts6028412";"rts6028413";"rts6028414";"rts6028415";"rts6028416";"rts6028417";"rts6028419";"rts6028420";"rts6028421";"rts6028422";"rts6028423";"rts6028424";"rts6028425";"rts6028426";"rts6028427";"rts6028428";"rts6028429";"rts6028430";"rts6028431";"rts6028432";"rts6028434"
"2323";"0";"0";"31";"6028435";"-77";"879";"6CCD3405-50F1-4BB4-82E4-18CB9989EA48";"3";"Kryptowaehrung";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"43";"2";"1";"5";"3";"3";"3";"1";"1";"1";"2";"1";"3";"3";"3";"2";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"2";"16";"2";"1";"0";"0";"0";"2";"1";"2";"5";"-77";"-77";"-77";"2";"5";"6";"3";"2";"5";"4";"2";"3";"2";"2";"3";"2";"2";"4";"5";"3";"5";"2";"2";"2";"2";"1";"1";"-77";"3";"6";"1";"0";"0";"0";"1";"3";"0";"2";"3";"3";"3";"3";"3";"6";"4";"2";"4";"3";"3";"3";"5";"3";"4";"5";"4";"5";"5";"5";"4";"3";"2";"4";"-99";"5";"-99";"1";"-99";"4";"-99";"2";"-99";"5";"-99";"5";"3";"1";"1";"6";"2";"-99";"4";"-99";"21";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028407,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"78285ff0f1dce095e9132709f0bd2c71";"3";"0";"1634643356";"2021-10-19 11:35:56";"2021-10-19 11:50:35";"0000-00-00 00:00:00";"8";"19";"207";"241";"274";"299";"321";"0";"367";"394";"414";"430";"464";"489";"502";"540";"591";"623";"641";"701";"706";"740";"753";"765";"783";"803";"814";"831";"872";"879"
"2324";"0";"0";"31";"6028435";"-77";"227";"B35D95A7-A7AF-433F-9870-FE2A705030A6";"3";"Krypto";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"10";"1";"3";"4";"9";"2";"2";"1";"2";"3";"2";"1";"1";"2";"2";"2";"2";"0";"1";"0";"1";"0";"0";"0";"5";"6";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"8";"8";"-77";"-77";"-77";"2";"6";"4";"7";"5";"5";"4";"6";"4";"5";"5";"3";"2";"5";"5";"6";"5";"4";"1";"2";"2";"2";"2";"2";"2";"6";"5";"6";"1";"0";"0";"0";"1";"0";"2";"5";"4";"5";"5";"6";"6";"5";"5";"4";"5";"5";"4";"5";"4";"5";"5";"5";"2";"4";"5";"4";"4";"5";"5";"-99";"5";"-99";"5";"-99";"5";"-99";"6";"-99";"5";"-99";"6";"4";"1";"1";"3";"5";"-99";"4";"-99";"1";"-99";"1";"-99";"1";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1";"https://www.panelservice.com/ps/se.ashx";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"3";"3,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"abffc8f1e8006d9089e01b5c41c2e91c";"3";"0";"1634643435";"2021-10-19 11:37:15";"2021-10-19 11:41:02";"0000-00-00 00:00:00";"3";"6";"42";"55";"63";"0";"72";"0";"80";"93";"100";"104";"115";"123";"127";"0";"137";"148";"158";"173";"174";"178";"182";"185";"189";"194";"201";"207";"226";"227"
"2325";"0";"0";"31";"6028435";"-77";"1044";"7AE44B0E-AA27-4F03-A517-547825858FCB";"3";"nichts";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"53";"2";"1";"1";"1";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"0";"1";"0";"1";"4";"4";"4";"3";"5";"5";"5";"2";"1";"1";"3";"2";"3";"3";"5";"5";"6";"2";"2";"2";"2";"2";"2";"1";"4";"4";"1";"0";"0";"0";"1";"1";"0";"2";"1";"1";"3";"3";"3";"6";"5";"4";"5";"5";"5";"5";"4";"4";"4";"4";"4";"4";"7";"2";"2";"2";"5";"4";"nichts";"3";"garnicht";"4";"garnicht";"4";"weiß nicht";"4";"weiß nicht";"4";"keine";"4";"4";"2";"1";"2";"2";"-99";"1";"-99";"24";"Ich arbeite oder studiere nicht - Ruhestand";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,1,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"dfa804612d9aa2f0537091582f4bd705";"3";"0";"1634643441";"2021-10-19 11:37:21";"2021-10-19 11:54:45";"0000-00-00 00:00:00";"4";"17";"96";"144";"164";"0";"189";"197";"256";"296";"334";"355";"389";"442";"457";"502";"549";"601";"629";"681";"686";"737";"764";"801";"837";"863";"891";"917";"1039";"1044"
"2326";"0";"0";"31";"6028435";"-77";"1728";"354205AD-1C32-4E97-B7F3-059B688AD035";"3";"nichts, ich kenne das Wort nic";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"56";"2";"1";"1";"1";"3";"3";"3";"2";"3";"1";"3";"0";"3";"3";"3";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"1";"0";"1";"0";"2";"7";"7";"1";"1";"4";"5";"1";"4";"4";"2";"7";"2";"6";"1";"3";"2";"4";"2";"2";"0";"2";"2";"2";"2";"1";"7";"1";"0";"0";"0";"1";"3";"0";"3";"1";"1";"1";"1";"1";"6";"1";"2";"0";"3";"1";"1";"1";"3";"1";"1";"0";"7";"7";"4";"4";"4";"1";"1";"-99";"1";"-99";"1";"-99";"1";"-99";"1";"-99";"3";"-99";"1";"1";"2";"1";"4";"7";"-99";"1";"-99";"24";"Rentner";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,1,7";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"6d769bbb011594aa4855e56def5da069";"3";"0";"1634643443";"2021-10-19 11:37:23";"2021-10-19 12:06:11";"0000-00-00 00:00:00";"5";"13";"87";"116";"134";"0";"149";"154";"608";"643";"739";"820";"1341";"1381";"1393";"1411";"1436";"1483";"1507";"1556";"1560";"1582";"1592";"1611";"1617";"1624";"1661";"1674";"1720";"1728"
"2327";"0";"0";"31";"6028435";"-77";"819";"F557A116-8A92-4CF2-9EEF-05E2CF5CF0AE";"3";"kryptowährung";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"55";"1";"1";"1";"6";"1";"3";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"0";"0";"0";"0";"0";"0";"7";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"2";"0";"1";"0";"2";"7";"1";"7";"7";"3";"1";"2";"7";"6";"1";"7";"2";"7";"7";"7";"7";"7";"2";"2";"2";"2";"2";"2";"2";"1";"7";"1";"0";"0";"0";"1";"1";"0";"2";"1";"1";"1";"1";"1";"6";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"7";"7";"7";"1";"1";"1";"1";"1";"Meine dns";"1";"-99";"7";"Krankenhaus, Arzt";"1";"-99";"1";"-99";"1";"-99";"1";"5";"2";"1";"3";"4";"-99";"1";"-99";"6";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.50";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,2,7";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"55b18fa5f36904f26aa1b29e33d9396c";"3";"0";"1634643447";"2021-10-19 11:37:27";"2021-10-19 11:51:06";"0000-00-00 00:00:00";"8";"30";"125";"162";"193";"0";"228";"238";"289";"323";"350";"372";"399";"434";"451";"466";"495";"524";"557";"603";"610";"652";"667";"695";"711";"727";"741";"759";"810";"819"
"2329";"0";"0";"31";"6028435";"-77";"877";"05AC9579-CD07-4D29-81F9-BC66EF9E2B0C";"3";"Fragezeichen";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"36";"2";"1";"1";"2";"1";"3";"1";"1";"1";"3";"1";"1";"3";"3";"1";"1";"0";"1";"0";"0";"0";"0";"0";"5";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"1";"1";"-77";"-77";"-77";"2";"5";"7";"2";"4";"5";"6";"7";"3";"4";"1";"2";"2";"4";"3";"6";"5";"7";"2";"2";"2";"1";"1";"2";"1";"2";"6";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"3";"3";"3";"6";"6";"4";"6";"4";"7";"7";"7";"4";"5";"4";"2";"4";"5";"5";"4";"6";"1";"6";"mein Fahrzeug";"5";"Grundbesitz";"7";"Gesundheitsstudie";"6";"KFZ-Versicherung";"7";"-99";"6";"-99";"6";"4";"1";"1";"4";"3";"-99";"3";"-99";"8";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"07da33113ac07198ec3bae4abe5273e2";"3";"0";"1634643473";"2021-10-19 11:37:53";"2021-10-19 11:52:30";"0000-00-00 00:00:00";"4";"22";"120";"159";"182";"0";"206";"0";"249";"294";"325";"342";"379";"414";"431";"487";"534";"562";"587";"632";"636";"680";"710";"736";"778";"799";"818";"840";"871";"877"
"2330";"0";"0";"31";"6028435";"-77";"1146";"3992A609-84D5-417D-BDEC-A8CB4D43F3BB";"3";"da fällt mir wirklich nichts e";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"53";"2";"1";"1";"1";"3";"3";"3";"2";"1";"3";"3";"3";"3";"3";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"0";"1";"0";"2";"2";"5";"6";"5";"4";"2";"7";"1";"1";"1";"1";"2";"1";"3";"6";"6";"6";"2";"2";"2";"2";"2";"2";"1";"2";"7";"6";"0";"0";"0";"1";"1";"0";"2";"1";"1";"4";"4";"3";"6";"7";"6";"7";"6";"7";"7";"5";"5";"4";"4";"4";"4";"6";"5";"5";"3";"2";"3";"meine Wohnung";"3";"nirgendwo";"3";"nirgends";"5";"Autoversicherung";"1";"nirgends";"1";"keine";"3";"4";"2";"1";"2";"2";"-99";"1";"-99";"24";"Rentnerin";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"6";"6,1,7";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"cf934f6e725ffca89f053aa67bc83de2";"3";"0";"1634643546";"2021-10-19 11:39:06";"2021-10-19 11:58:12";"0000-00-00 00:00:00";"9";"28";"133";"175";"193";"0";"221";"235";"300";"334";"374";"405";"450";"497";"510";"581";"641";"684";"715";"777";"784";"829";"882";"921";"970";"1003";"1038";"1064";"1138";"1146"
"2331";"0";"0";"31";"6028435";"-77";"773";"DB5471DF-9080-4D48-89B5-A4D588A2EE67";"3";"kompliziert";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"37";"2";"1";"1";"1";"2";"2";"2";"2";"3";"2";"3";"2";"2";"2";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"1";"1";"1";"2";"6";"5";"2";"1";"1";"3";"7";"1";"1";"1";"3";"2";"1";"6";"5";"4";"4";"2";"2";"2";"2";"2";"2";"2";"2";"6";"1";"0";"0";"0";"1";"1";"0";"2";"1";"1";"2";"3";"1";"6";"4";"1";"4";"2";"3";"4";"4";"2";"2";"2";"7";"7";"7";"5";"4";"2";"4";"3";"-99";"3";"-99";"5";"-99";"4";"-99";"1";"-99";"2";"-99";"3";"2";"2";"1";"1";"7";"-99";"1";"-99";"3";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028403,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"5ea714d6a8bb139abfcb3d5a68c2d04c";"3";"0";"1634643571";"2021-10-19 11:39:31";"2021-10-19 11:52:24";"0000-00-00 00:00:00";"5";"12";"77";"118";"129";"0";"151";"163";"196";"213";"230";"243";"270";"305";"317";"346";"395";"420";"448";"483";"488";"515";"527";"549";"566";"646";"701";"714";"768";"773"
"2332";"0";"0";"31";"6028435";"-77";"564";"6C1FB00F-2FA1-46F7-8712-A903A6832349";"3";"was fürn block?";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"35";"2";"2";"4";"2";"3";"2";"3";"1";"1";"3";"2";"2";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"1";"1";"0";"1";"0";"2";"4";"5";"2";"5";"4";"4";"3";"2";"2";"1";"3";"2";"5";"3";"4";"3";"4";"2";"2";"2";"2";"2";"2";"1";"2";"6";"4";"0";"0";"0";"1";"3";"0";"2";"2";"1";"2";"2";"2";"6";"2";"3";"2";"2";"4";"4";"2";"3";"2";"3";"5";"5";"5";"2";"2";"2";"5";"4";"-99";"3";"-99";"3";"-99";"3";"-99";"5";"-99";"4";"-99";"3";"2";"2";"1";"2";"7";"-99";"3";"-99";"19";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,5";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"0";"0";"-77";"-77";"dc79172a4216237104cf2cfc8b5e8428";"3";"0";"1634643591";"2021-10-19 11:39:51";"2021-10-19 11:49:15";"0000-00-00 00:00:00";"6";"18";"92";"121";"138";"0";"155";"162";"187";"206";"226";"241";"269";"291";"302";"319";"347";"369";"388";"421";"425";"445";"458";"466";"476";"493";"505";"522";"557";"564"
"2334";"0";"0";"31";"6028435";"-77";"1125";"FC1C268C-E733-4C5D-902D-D3DFBB957ECB";"3";"nichts";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"31";"2";"1";"1";"2";"3";"3";"3";"1";"3";"3";"3";"3";"3";"3";"3";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"2";"5";"0";"1";"0";"1";"4";"6";"2";"4";"4";"6";"4";"4";"1";"2";"5";"2";"7";"1";"6";"5";"6";"2";"2";"2";"2";"2";"2";"1";"3";"5";"1";"0";"0";"0";"1";"1";"0";"2";"4";"4";"4";"4";"4";"6";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"5";"5";"3";"3";"3";"4";"4";"kann ich nicht sagen - ich würde es nicht nutzen wollen";"2";"-99";"1";"-99";"4";"-99";"6";"-99";"1";"-99";"1";"3";"2";"1";"3";"7";"-99";"3";"-99";"19";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,5";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"0";"1";"0";"-77";"-77";"6ec1f9a3f21abe4d9fad47c965da60d5";"3";"0";"1634643758";"2021-10-19 11:42:38";"2021-10-19 12:01:23";"0000-00-00 00:00:00";"23";"62";"124";"165";"183";"0";"218";"235";"287";"336";"370";"538";"567";"597";"616";"691";"726";"766";"795";"878";"931";"985";"1002";"1021";"1037";"1055";"1068";"1085";"1119";"1125"
"2335";"0";"0";"31";"6028435";"-77";"1335";"9383BD9D-30AE-4C52-BDD1-A59C33C97196";"3";"nichts";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"38";"2";"1";"1";"1";"3";"3";"3";"1";"1";"3";"3";"3";"3";"3";"1";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"1";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"5";"0";"0";"1";"1";"4";"3";"3";"4";"4";"4";"4";"3";"2";"2";"4";"2";"3";"3";"5";"4";"4";"2";"1";"2";"2";"2";"1";"-77";"3";"4";"1";"0";"0";"0";"1";"1";"0";"2";"2";"2";"2";"2";"3";"6";"5";"2";"3";"3";"3";"3";"4";"3";"3";"2";"6";"6";"7";"5";"3";"1";"6";"4";"-99";"3";"-99";"3";"-99";"2";"mietvetrag";"2";"-99";"4";"-99";"3";"4";"2";"1";"1";"7";"-99";"3";"-99";"24";"sozialwesen";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"2";"2,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"a7d215ccfbcdb5c9bec8897a71494652";"3";"0";"1634643956";"2021-10-19 11:45:56";"2021-10-19 12:08:11";"0000-00-00 00:00:00";"6";"52";"145";"188";"221";"0";"268";"290";"380";"480";"532";"574";"630";"697";"721";"791";"829";"860";"892";"957";"993";"1032";"1050";"1096";"1167";"1195";"1225";"1245";"1315";"1335"
"2336";"0";"0";"31";"6028435";"-77";"5184";"DE770CE8-5128-4995-A1D7-2D3E2A4CD043";"3";"Datenbank";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"47";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"0";"0";"1";"0";"0";"0";"0";"5";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"2";"3";"2";"0";"1";"0";"1";"2";"3";"6";"7";"5";"4";"6";"2";"1";"1";"2";"2";"5";"5";"3";"5";"3";"2";"2";"2";"2";"2";"1";"-77";"7";"2";"1";"0";"0";"0";"1";"1";"0";"2";"5";"5";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"4";"4";"6";"6";"3";"2";"7";"7";"7";"7";"1";"7";"Erbschein";"4";"Teile eines Grundstücks";"7";"als Impfnachweis";"5";"Autoversicherung";"5";"Herunterladen von Fotos";"6";"ich weiß es nicht";"8";"6";"1";"1";"2";"5";"-99";"1";"-99";"10";"-99";"1";"-99";"2";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0";"https://www.panelservice.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"1";"1,7,4";"0";"6028401,6028402,6028403,6028683,6028679,6028404,6028405,6028406,6028408,6028409,6028410,6028411,6028412,6028446,6028413,6028414,6028415,6028416,6028417,6028418,6028419,6028420,6028453,6028421,6028450,6028422,6028423,6028424,6028425,6028426,6028427,6028428,6028429,6028430,6028431,6028432,6028432,6028432,6028433,6028434,6028435";"1";"1";"0";"-77";"-77";"e9caf02cbed2b3592cea6492b6bfb872";"3";"0";"1634644205";"2021-10-19 11:50:05";"2021-10-19 13:16:29";"0000-00-00 00:00:00";"4";"18";"138";"203";"233";"0";"266";"276";"332";"418";"447";"742";"827";"1392";"1442";"1857";"1906";"1954";"1985";"2100";"2106";"2400";"4007";"4696";"4876";"5012";"5093";"5119";"5179";"5184"
